지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최대 순간 풍속(m/s),최대 풍속(m/s),평균 풍속(m/s),최소 상대습도(%),평균 상대습도(%),평균 현지기압(hPa),최저 해면기압(hPa),합계 일사량(MJ/m2),평균 전운량(1/10),평균 중하층운량(1/10),일교차(°C)
남원,2019-03-15,4.6,0.7,11.8,4.0,12.3,7.1,2.2,35.0,68.1,1003.1,1013.5,21.33,8.6,6.1,11.100000000000001
남원,2019-03-16,5.8,1.1,12.6,0.2,6.3,4.5,1.4,32.0,63.1,1004.6,1018.2,21.33,2.4,1.5,11.5
남원,2019-03-17,6.2,0.6,13.4,0.2,6.3,3.7,1.4,25.0,56.1,1007.2,1021.3,21.33,2.3,1.1,12.8
남원,2019-03-18,6.5,-1.8,14.9,0.2,5.9,4.3,1.5,17.0,50.6,1004.0,1016.6,21.33,8.0,4.5,16.7
남원,2019-03-19,9.6,-0.1,19.2,0.2,4.7,3.2,1.6,18.0,51.6,1001.6,1015.4,21.33,1.6,4.5,19.3
남원,2019-03-20,11.7,5.0,17.2,10.6,12.1,7.0,2.2,26.0,65.9,994.5,1002.4,21.33,9.3,4.8,12.2
남원,2019-03-21,8.7,3.3,15.7,0.9,7.8,5.8,2.2,54.0,77.3,994.2,1002.4,21.33,9.9,6.4,12.399999999999999
남원,2019-03-22,4.3,0.4,10.6,0.9,6.3,3.9,1.6,34.0,54.8,1003.5,1016.8,21.33,5.5,4.1,10.2
남원,2019-03-23,2.9,-2.0,10.5,1.5,10.5,8.0,2.0,26.0,55.3,1005.8,1018.6,21.33,4.0,3.8,12.5
남원,2019-03-24,3.0,-3.9,12.1,1.5,5.5,3.1,1.6,25.0,54.9,1006.1,1018.7,21.33,0.0,0.0,16.0
남원,2019-03-25,5.3,-2.5,13.8,1.5,4.5,3.4,1.5,34.0,58.4,1002.7,1016.1,21.33,4.3,1.0,16.3
남원,2019-03-26,8.6,0.0,19.4,1.5,6.0,4.6,1.9,12.0,55.9,1002.8,1016.9,21.33,2.6,1.1,19.4
남원,2019-03-27,11.8,1.4,21.2,1.5,8.4,6.2,2.6,18.0,51.1,999.5,1010.4,21.33,5.6,1.9,19.8
남원,2019-03-28,12.8,7.1,20.0,1.5,5.2,2.8,1.4,15.0,50.4,997.1,1010.5,21.33,5.6,3.1,12.9
남원,2019-03-29,11.1,2.5,19.5,1.5,5.4,3.2,1.4,18.0,42.4,997.2,1011.0,21.33,5.4,3.9,17.0
남원,2019-03-30,7.1,2.3,13.2,1.2,8.8,5.3,2.1,38.0,63.0,998.4,1011.3,21.33,8.1,4.3,10.899999999999999
남원,2019-03-31,4.4,-1.0,8.4,0.1,18.8,6.2,2.5,20.0,40.3,1005.1,1018.0,21.33,5.3,4.1,9.4
남원,2019-04-01,5.0,-3.7,11.4,0.7,8.6,5.7,2.0,18.0,47.1,1007.0,1021.5,21.33,3.0,2.1,15.100000000000001
남원,2019-04-02,5.9,-1.5,14.0,0.7,6.1,4.5,1.6,16.0,47.6,1007.2,1020.8,21.33,0.6,0.0,15.5
남원,2019-04-03,5.2,-2.7,14.7,0.7,5.9,4.2,1.8,15.0,38.6,1008.0,1021.1,21.33,0.1,0.0,17.4
남원,2019-04-04,8.5,-2.9,19.2,0.7,5.3,3.7,1.5,15.0,39.5,1003.3,1014.3,21.33,2.3,0.0,22.099999999999998
남원,2019-04-05,8.7,0.2,19.9,0.7,5.8,4.3,1.6,18.0,50.4,996.5,1008.2,21.33,3.1,3.0,19.7
남원,2019-04-06,12.3,-0.3,22.7,0.7,6.6,4.8,2.0,13.0,35.8,995.9,1008.1,21.33,0.1,0.1,23.0
남원,2019-04-07,12.7,8.5,17.9,0.0,5.2,4.0,1.1,56.0,76.3,994.4,1007.4,21.33,9.0,5.9,9.399999999999999
남원,2019-04-08,13.4,6.8,20.3,0.0,5.1,3.2,1.3,15.0,51.9,999.0,1011.5,21.33,5.0,2.6,13.5
남원,2019-04-09,10.8,6.7,17.9,30.7,12.2,9.5,4.1,25.0,58.8,997.3,1005.3,21.33,7.9,6.0,11.2
남원,2019-04-10,7.8,6.3,10.2,1.4,14.0,9.3,3.5,65.0,76.0,994.5,1004.6,21.33,8.5,6.6,3.8999999999999995
