지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최대 순간 풍속(m/s),최대 풍속(m/s),평균 풍속(m/s),최소 상대습도(%),평균 상대습도(%),평균 현지기압(hPa),최저 해면기압(hPa),합계 일사량(MJ/m2),평균 전운량(1/10),평균 중하층운량(1/10),일교차(°C)
부산,2018-05-01,18.3,16.1,22.6,0.0,7.3,5.0,1.9,52.0,68.6,1007.1,1012.4,9.05,8.8,6.0,6.5
부산,2018-05-02,15.2,13.0,17.5,17.0,16.0,9.7,2.5,61.0,91.6,997.5,1002.6,1.22,8.6,7.1,4.5
부산,2018-05-03,14.2,11.2,19.7,0.0,18.5,12.4,6.3,24.0,46.6,1000.0,1003.6,16.99,1.1,1.1,8.5
부산,2018-05-04,14.8,10.2,18.5,0.0,17.1,12.5,6.7,30.0,48.1,1005.8,1011.9,27.4,0.3,0.0,8.3
부산,2018-05-05,16.9,13.6,20.2,0.0,17.8,12.3,6.6,29.0,59.9,1008.8,1016.2,25.06,5.6,1.6,6.6
부산,2018-05-06,16.2,14.8,17.6,42.0,14.2,9.3,4.2,65.0,92.8,1000.6,1004.1,1.15,10.0,8.3,2.8000000000000007
부산,2018-05-07,14.8,13.9,16.7,30.7,8.4,4.2,2.3,80.0,90.9,998.8,1005.0,4.94,9.5,6.3,2.799999999999999
부산,2018-05-08,14.2,12.7,15.6,30.7,14.5,6.7,4.6,63.0,72.0,1005.5,1009.9,5.66,9.3,7.3,2.9000000000000004
부산,2018-05-09,13.2,11.3,16.7,30.7,11.1,5.1,3.5,50.0,64.9,1013.4,1018.0,15.66,6.9,6.6,5.399999999999999
부산,2018-05-10,14.3,9.8,18.3,30.7,8.2,6.3,2.9,59.0,71.5,1014.4,1020.7,23.36,1.6,1.6,8.5
부산,2018-05-11,17.1,12.7,21.3,30.7,10.1,7.3,4.0,32.0,57.0,1010.1,1015.9,17.85,4.5,0.0,8.600000000000001
부산,2018-05-12,17.8,16.3,18.9,2.6,14.7,10.3,5.5,48.0,82.5,1004.9,1009.9,0.22,9.9,6.5,2.599999999999998
부산,2018-05-13,19.2,16.8,23.3,18.4,18.5,11.6,4.5,57.0,83.4,998.9,1004.9,25.56,5.3,3.6,6.5
부산,2018-05-14,20.0,16.0,23.1,18.4,7.9,5.9,2.9,47.0,60.4,1003.2,1009.5,24.19,0.0,0.0,7.100000000000001
부산,2018-05-15,21.4,18.7,25.1,18.4,10.4,7.8,4.8,39.0,67.9,1003.3,1010.3,18.16,5.5,1.6,6.400000000000002
부산,2018-05-16,20.7,19.6,21.6,3.8,18.9,13.3,8.2,88.0,94.9,1001.5,1008.4,2.32,10.0,8.4,2.0
부산,2018-05-17,20.9,20.0,21.6,6.6,16.6,11.7,7.9,96.0,96.9,999.5,1006.0,2.32,10.0,9.6,1.6000000000000014
부산,2018-05-18,16.3,12.9,20.9,1.9,18.2,12.4,4.0,81.0,91.9,998.7,1004.0,2.32,10.0,7.8,7.999999999999998
부산,2018-05-19,14.7,12.7,18.8,1.9,14.6,6.5,4.3,46.0,66.0,1008.3,1012.1,2.32,6.5,4.3,6.100000000000001
부산,2018-05-20,15.4,12.3,19.6,1.9,15.1,6.9,4.4,44.0,66.5,1010.7,1017.8,2.32,6.3,5.3,7.300000000000001
부산,2018-05-21,17.2,13.5,22.4,1.9,10.3,5.2,3.2,53.0,71.9,1010.0,1016.5,2.32,6.1,3.1,8.899999999999999
부산,2018-05-22,18.0,14.1,22.4,4.1,6.5,4.6,2.0,55.0,74.9,1005.1,1009.1,2.32,5.5,2.9,8.299999999999999
부산,2018-05-23,18.1,15.0,24.9,27.6,8.5,4.6,1.9,46.0,77.6,998.6,1004.3,2.32,4.8,2.8,9.899999999999999
부산,2018-05-24,19.4,14.1,23.8,27.6,8.8,6.5,3.5,35.0,57.4,1001.2,1007.8,2.32,3.0,0.0,9.700000000000001
부산,2018-05-25,21.1,18.4,26.0,27.6,8.2,5.8,3.0,30.0,51.3,999.6,1006.7,2.32,6.5,0.9,7.600000000000001
부산,2018-05-26,20.5,17.4,26.6,27.6,7.8,5.1,2.8,35.0,52.9,1001.3,1006.8,2.32,1.1,0.5,9.200000000000003
부산,2018-05-27,20.2,16.1,24.9,27.6,6.9,5.5,2.1,47.0,75.1,1002.7,1009.6,2.32,6.9,2.5,8.799999999999997
부산,2018-05-28,19.5,17.7,21.3,0.6,6.7,4.2,1.8,70.0,84.1,1002.9,1009.2,2.32,8.3,6.9,3.6000000000000014
부산,2018-05-29,21.0,17.5,26.1,0.6,6.3,4.9,1.9,64.0,82.9,1003.6,1010.6,2.32,7.6,1.1,8.600000000000001
부산,2018-05-30,21.9,18.6,26.0,0.5,9.8,6.6,2.5,60.0,79.9,1001.7,1007.5,25.29,7.1,2.4,7.399999999999999
부산,2018-05-31,20.2,17.7,24.0,0.5,9.3,4.8,2.4,42.0,68.1,1002.7,1008.4,21.23,6.0,0.0,6.300000000000001
부산,2018-06-01,21.6,17.4,25.4,0.5,8.9,5.5,2.3,42.0,54.0,1006.4,1012.7,29.96,0.1,0.0,8.0
부산,2018-06-02,22.9,19.4,28.2,0.5,9.0,6.7,2.9,42.0,60.4,1006.2,1013.0,28.65,1.5,0.0,8.8
부산,2018-06-03,21.3,18.4,25.1,0.5,10.7,7.8,3.6,52.0,71.9,1005.3,1012.2,25.64,3.5,0.0,6.700000000000003
부산,2018-06-04,22.2,16.9,26.3,0.5,9.3,6.7,3.8,49.0,68.0,1004.9,1011.3,26.61,6.9,1.8,9.400000000000002
부산,2018-06-05,19.7,18.7,21.9,5.7,8.8,6.3,1.9,67.0,84.8,1004.6,1011.5,6.84,9.1,7.1,3.1999999999999993
부산,2018-06-06,21.6,18.3,26.0,5.7,7.7,5.1,2.5,59.0,79.6,1003.7,1010.9,26.38,3.6,0.3,7.699999999999999
부산,2018-06-07,21.8,18.8,25.5,5.7,9.7,7.8,3.5,61.0,78.1,1003.1,1009.5,29.24,0.3,0.3,6.699999999999999
부산,2018-06-08,22.8,20.6,27.8,5.7,8.0,5.2,2.9,52.0,68.9,999.6,1005.8,22.85,4.1,0.1,7.199999999999999
부산,2018-06-09,21.2,18.7,24.7,5.7,12.6,6.3,3.6,53.0,65.9,1000.2,1006.9,23.51,5.1,3.6,6.0
부산,2018-06-10,19.3,17.0,23.5,5.2,13.1,6.1,4.0,61.0,77.6,996.6,1002.8,12.1,9.8,7.4,6.5
부산,2018-06-11,17.2,15.5,21.2,32.9,9.1,4.4,2.7,67.0,86.3,993.0,999.4,9.92,9.6,6.6,5.699999999999999
부산,2018-06-12,18.3,16.2,21.6,32.9,5.9,4.0,2.0,61.0,72.3,996.3,1001.7,11.91,9.6,8.4,5.400000000000002
부산,2018-06-13,19.6,17.4,23.1,32.9,8.5,4.4,2.3,64.0,72.4,1000.4,1006.5,20.64,7.1,7.1,5.700000000000003
부산,2018-06-14,19.9,17.6,23.4,32.9,10.7,5.1,3.4,58.0,72.9,1001.0,1007.8,24.89,5.5,4.0,5.799999999999997
부산,2018-06-15,19.3,17.1,23.6,32.9,11.2,5.2,3.5,53.0,65.3,1003.1,1008.9,19.77,6.1,6.1,6.5
부산,2018-06-16,18.5,16.2,22.9,32.9,9.8,4.7,3.2,54.0,68.5,1005.3,1012.1,19.79,5.6,4.9,6.699999999999999
부산,2018-06-17,20.9,15.1,25.9,32.9,7.1,4.2,2.1,52.0,71.0,1002.7,1008.5,22.69,6.5,0.8,10.799999999999999
부산,2018-06-18,22.8,19.8,26.2,0.0,6.8,4.5,2.2,57.0,72.6,999.6,1006.2,23.82,7.6,1.9,6.399999999999999
부산,2018-06-19,21.6,19.8,26.4,6.8,8.7,5.8,2.4,58.0,86.5,997.0,1002.4,12.98,9.6,2.9,6.599999999999998
부산,2018-06-20,22.8,19.4,27.0,0.5,9.0,5.5,2.5,53.0,73.3,994.9,1001.0,25.03,6.0,0.4,7.600000000000001
부산,2018-06-21,24.7,21.0,30.3,0.5,10.9,7.9,3.1,31.0,55.5,997.8,1003.6,28.3,4.5,0.0,9.3
부산,2018-06-22,24.0,20.8,27.5,0.5,7.1,4.7,1.6,41.0,56.5,1000.5,1007.2,22.43,8.3,0.0,6.699999999999999
부산,2018-06-23,23.0,20.8,26.7,0.9,8.9,6.3,3.5,42.0,68.1,996.8,1002.9,15.94,5.6,1.8,5.899999999999999
부산,2018-06-24,24.7,21.1,31.3,0.9,9.7,6.8,3.7,41.0,67.9,999.2,1004.6,27.64,0.3,0.0,10.2
부산,2018-06-25,23.3,20.8,26.5,0.9,8.7,7.0,3.3,69.0,80.5,1003.3,1009.8,23.98,5.3,0.1,5.699999999999999
부산,2018-06-26,22.8,21.0,24.1,1.5,17.5,12.5,6.0,72.0,93.9,1000.5,1005.0,3.56,9.9,7.9,3.1000000000000014
부산,2018-06-27,23.1,22.2,25.1,6.7,18.3,12.4,7.3,83.0,91.9,996.0,1002.7,5.54,9.6,7.8,2.900000000000002
부산,2018-06-28,21.2,18.5,22.6,131.1,12.5,7.1,2.9,94.0,97.5,993.8,1000.0,2.91,10.0,8.4,4.100000000000001
부산,2018-06-29,22.2,21.2,24.3,11.0,11.0,6.5,2.9,89.0,96.5,996.9,1000.6,7.48,9.8,8.0,3.1000000000000014
부산,2018-06-30,21.0,19.8,23.0,74.4,11.2,6.5,1.9,87.0,95.9,1004.2,1009.1,2.45,9.5,6.3,3.1999999999999993
부산,2018-07-01,24.5,19.8,28.5,13.9,7.6,4.6,2.2,69.0,86.5,1003.3,1010.0,23.13,9.4,4.9,8.7
부산,2018-07-02,25.4,22.9,29.4,2.7,8.1,4.6,2.5,67.0,86.8,1000.9,1007.1,24.94,9.5,4.9,6.5
부산,2018-07-03,22.7,22.1,24.4,90.9,18.4,8.3,4.9,89.0,95.9,988.5,987.3,5.87,10.0,8.3,2.299999999999997
부산,2018-07-04,25.0,22.2,29.5,1.3,12.6,7.3,3.8,60.0,83.4,990.4,989.4,33.08,7.3,3.3,7.300000000000001
부산,2018-07-05,22.9,21.7,25.8,5.3,6.8,3.1,1.7,84.0,94.1,995.9,1001.6,11.02,10.0,7.0,4.100000000000001
부산,2018-07-06,20.8,19.3,21.7,2.9,12.6,5.7,3.6,82.0,89.9,998.7,1005.3,3.01,9.8,7.6,2.3999999999999986
부산,2018-07-07,20.0,18.6,22.7,2.9,13.5,6.3,4.1,66.0,76.5,1002.4,1007.7,16.41,8.8,8.1,4.099999999999998
부산,2018-07-08,19.7,17.8,23.4,0.0,9.9,5.0,3.6,69.0,80.9,1005.1,1011.6,13.04,9.4,8.0,5.599999999999998
부산,2018-07-09,20.0,18.4,22.3,4.0,8.7,4.7,2.8,88.0,92.8,1008.3,1014.6,9.59,8.8,6.8,3.900000000000002
부산,2018-07-10,24.0,19.5,28.7,4.0,4.7,2.8,1.6,68.0,85.5,1008.3,1015.5,29.95,7.8,2.9,9.2
부산,2018-07-11,26.6,22.6,30.3,4.0,8.2,6.4,2.8,63.0,78.5,1007.9,1014.6,31.1,5.4,1.3,7.699999999999999
부산,2018-07-12,27.4,25.1,30.3,4.0,10.2,7.2,4.5,68.0,78.3,1005.6,1012.0,30.34,4.9,0.3,5.199999999999999
부산,2018-07-13,27.0,24.8,29.9,4.0,7.0,5.2,2.8,70.0,83.4,1004.1,1010.7,31.02,2.4,0.0,5.099999999999998
부산,2018-07-14,27.6,24.8,31.0,4.0,7.7,5.1,2.9,64.0,79.9,1002.9,1009.9,30.72,0.0,0.0,6.199999999999999
부산,2018-07-15,27.2,23.6,30.6,4.0,7.3,5.4,2.9,70.0,79.9,1003.6,1010.2,29.41,0.0,0.0,7.0
부산,2018-07-16,27.1,23.4,30.8,4.0,7.5,5.2,2.6,58.0,74.9,1004.1,1011.2,29.29,0.0,0.0,7.400000000000002
부산,2018-07-17,27.6,24.7,30.8,4.0,10.6,7.0,3.4,58.0,70.6,1003.8,1010.4,29.04,0.0,0.0,6.100000000000001
부산,2018-07-18,28.1,25.2,32.3,4.0,7.6,6.1,2.8,58.0,71.4,1003.3,1010.1,30.79,0.0,0.0,7.099999999999998
부산,2018-07-19,29.1,25.7,32.2,4.0,7.0,5.6,2.2,58.0,67.1,1002.4,1008.9,34.68,0.0,0.0,6.5000000000000036
부산,2018-07-20,29.6,26.0,33.7,4.0,5.5,4.1,1.6,46.0,65.8,1001.4,1008.2,34.68,0.0,0.0,7.700000000000003
부산,2018-07-21,29.2,26.8,32.6,4.0,7.5,6.1,2.6,57.0,78.1,1001.6,1008.6,34.68,1.3,0.1,5.800000000000001
부산,2018-07-22,29.7,26.9,33.2,4.0,12.9,7.3,3.0,49.0,69.3,1001.8,1008.9,34.68,5.5,0.9,6.300000000000004
부산,2018-07-23,29.5,27.5,33.0,4.0,9.7,7.2,4.0,55.0,69.8,1001.2,1007.8,34.68,4.1,1.1,5.5
부산,2018-07-24,29.3,26.7,32.6,4.0,9.6,7.2,4.5,57.0,74.8,1000.1,1006.5,34.68,0.9,0.0,5.900000000000002
부산,2018-07-25,29.6,26.5,33.1,4.0,8.6,5.6,3.7,60.0,74.1,999.2,1005.6,34.68,0.5,0.1,6.600000000000001
부산,2018-07-26,30.4,27.8,34.0,4.0,7.6,5.0,2.6,59.0,74.5,998.9,1005.4,34.68,1.3,0.5,6.199999999999999
부산,2018-07-27,29.8,27.5,33.3,4.0,6.3,4.7,2.0,63.0,79.5,998.9,1005.3,34.68,5.6,3.6,5.799999999999997
부산,2018-07-28,29.3,26.9,32.5,4.0,8.5,4.3,2.6,56.0,69.0,997.5,1003.8,34.68,2.1,2.0,5.600000000000001
부산,2018-07-29,29.3,25.5,35.4,1.0,13.4,6.9,3.6,38.0,65.4,993.7,999.1,34.68,7.4,6.0,9.899999999999999
부산,2018-07-30,28.9,25.5,33.2,0.1,11.5,4.5,3.0,54.0,70.0,995.9,1001.7,34.68,3.9,3.1,7.700000000000003
부산,2018-07-31,29.8,26.3,33.9,0.1,9.8,4.7,3.2,49.0,62.3,996.2,1002.7,34.68,1.1,0.1,7.599999999999998
부산,2018-08-01,30.3,27.1,34.6,0.1,7.2,4.9,2.8,50.0,60.4,996.1,1002.8,34.68,0.1,0.1,7.5
부산,2018-08-02,30.0,27.1,33.6,0.1,8.7,4.7,2.7,56.0,69.0,998.8,1005.3,34.68,0.4,0.4,6.5
부산,2018-08-03,29.9,27.3,33.4,0.1,10.4,7.0,3.6,52.0,69.9,1000.9,1007.4,34.68,0.3,0.0,6.099999999999998
부산,2018-08-04,30.1,27.2,33.8,0.1,11.2,7.3,4.9,56.0,73.4,999.8,1005.6,34.68,0.9,0.9,6.599999999999998
부산,2018-08-05,31.3,28.1,36.4,0.1,8.6,6.3,3.2,42.0,69.5,998.2,1004.3,34.68,0.9,0.9,8.299999999999997
부산,2018-08-06,29.9,28.0,33.5,0.0,8.1,4.8,2.2,60.0,75.9,998.7,1005.3,34.68,7.5,4.6,5.5
부산,2018-08-07,28.4,26.1,32.2,0.0,9.2,4.5,3.0,56.0,71.8,1000.1,1006.8,34.68,4.1,2.6,6.100000000000001
부산,2018-08-08,27.9,24.9,31.7,0.0,7.8,5.2,2.6,58.0,69.6,999.1,1006.0,34.68,2.6,1.1,6.800000000000001
부산,2018-08-09,28.4,25.1,32.8,14.3,7.1,4.5,2.6,54.0,71.5,997.1,1003.1,34.68,5.5,4.0,7.699999999999996
부산,2018-08-10,26.7,25.9,28.2,0.0,7.4,3.6,2.0,75.0,81.4,996.4,1003.6,34.68,9.3,7.9,2.3000000000000007
부산,2018-08-11,27.3,24.6,31.5,0.7,10.6,4.6,2.8,61.0,77.9,998.0,1004.6,34.68,6.8,6.3,6.899999999999999
부산,2018-08-12,28.8,26.3,32.7,0.0,8.9,4.9,2.5,63.0,78.6,1000.2,1006.0,34.68,7.8,4.4,6.400000000000002
부산,2018-08-13,30.9,27.3,34.9,0.0,9.1,5.7,2.6,48.0,66.6,1002.9,1009.3,34.68,3.9,0.4,7.599999999999998
부산,2018-08-14,29.9,27.5,33.7,0.0,8.4,6.2,2.5,54.0,72.9,1002.4,1009.1,34.68,5.3,0.4,6.200000000000003
부산,2018-08-15,28.6,25.6,34.0,23.8,17.7,11.4,3.6,55.0,79.9,999.0,1004.3,34.68,7.4,5.0,8.399999999999999
부산,2018-08-16,26.2,23.7,28.1,1.7,13.4,7.7,3.1,68.0,84.1,1001.7,1006.5,34.68,9.5,5.3,4.400000000000002
부산,2018-08-17,25.2,23.2,28.8,1.7,14.2,6.5,4.5,46.0,58.9,1004.4,1011.6,34.68,4.0,2.9,5.600000000000001
부산,2018-08-18,25.0,22.2,28.9,1.7,9.7,4.5,3.0,50.0,60.1,1003.3,1009.5,34.68,3.9,2.4,6.699999999999999
부산,2018-08-19,25.3,21.2,30.0,1.7,6.8,4.9,2.1,45.0,65.6,1002.9,1009.6,34.68,2.9,0.0,8.8
부산,2018-08-20,26.2,22.6,29.7,1.7,7.0,5.1,1.9,56.0,69.4,1000.2,1005.9,34.68,1.3,0.9,7.099999999999998
부산,2018-08-21,28.6,24.1,32.9,1.7,7.6,4.5,2.2,38.0,67.5,996.9,1003.3,34.68,3.4,1.4,8.799999999999997
부산,2018-08-22,29.8,27.5,32.6,1.7,12.2,5.2,3.8,58.0,67.0,997.3,1003.6,34.68,8.8,4.4,5.100000000000001
부산,2018-08-23,28.0,26.3,30.0,2.7,12.2,6.0,4.3,61.0,79.0,992.0,995.4,34.68,9.6,7.9,3.6999999999999993
부산,2018-08-24,26.7,25.1,30.0,3.1,23.5,15.5,9.8,68.0,83.8,991.7,991.9,34.68,5.8,5.0,4.899999999999999
부산,2018-08-25,25.7,24.6,28.0,2.4,9.7,6.2,3.7,64.0,82.6,1001.9,1007.3,34.68,8.1,5.5,3.3999999999999986
부산,2018-08-26,25.9,23.9,29.1,24.5,11.7,8.0,3.7,79.0,90.5,1004.2,1010.6,34.68,9.5,7.8,5.200000000000003
부산,2018-08-27,26.0,23.9,27.1,58.1,14.4,10.5,5.1,85.0,92.6,1004.7,1011.9,34.68,9.0,7.1,3.200000000000003
부산,2018-08-28,27.1,25.5,30.5,58.1,9.4,6.6,3.8,66.0,82.1,1004.9,1011.9,34.68,5.6,2.3,5.0
부산,2018-08-29,27.3,24.7,30.2,58.1,12.4,8.7,5.3,64.0,80.0,1003.7,1010.4,34.68,4.5,3.8,5.5
부산,2018-08-30,27.5,25.4,30.2,0.7,13.7,8.9,5.5,69.0,81.6,1002.9,1009.3,34.68,6.8,4.9,4.800000000000001
부산,2018-08-31,26.0,23.7,28.0,37.7,13.8,7.9,4.5,72.0,83.9,1002.5,1008.9,34.68,8.5,6.4,4.300000000000001
부산,2018-09-01,21.6,19.3,24.6,82.8,11.7,5.1,2.8,70.0,86.4,1004.0,1010.5,34.68,8.9,8.0,5.300000000000001
부산,2018-09-02,22.8,20.9,26.0,3.3,8.7,4.3,2.8,63.0,80.9,1002.5,1008.6,34.68,9.1,7.6,5.100000000000001
부산,2018-09-03,24.7,22.4,26.6,57.2,12.0,7.8,4.0,83.0,92.6,996.0,999.3,34.68,9.3,6.6,4.200000000000003
부산,2018-09-04,25.1,21.6,30.0,0.0,11.9,8.0,2.9,50.0,76.9,988.8,993.2,34.68,5.5,4.5,8.399999999999999
부산,2018-09-05,24.3,19.7,28.1,0.0,12.4,8.2,4.0,52.0,67.6,995.9,1000.1,34.68,3.3,1.9,8.400000000000002
부산,2018-09-06,23.8,21.7,26.3,0.0,9.2,6.5,2.7,51.0,68.3,998.7,1005.6,34.68,8.6,4.6,4.600000000000001
부산,2018-09-07,21.7,19.8,24.0,15.6,14.6,9.7,4.2,67.0,86.9,998.6,1004.5,34.68,9.9,6.5,4.199999999999999
부산,2018-09-08,21.3,19.2,23.9,0.0,9.1,5.3,2.3,62.0,70.9,1004.0,1009.8,34.68,9.6,6.4,4.699999999999999
부산,2018-09-09,22.3,20.6,26.5,0.0,11.6,5.0,3.3,55.0,68.9,1007.0,1013.2,34.68,8.6,7.6,5.899999999999999
부산,2018-09-10,21.5,19.0,26.0,0.0,13.0,6.0,3.5,36.0,61.5,1011.7,1017.4,34.68,4.1,2.8,7.0
부산,2018-09-11,21.2,18.4,25.8,0.0,15.0,6.9,3.9,50.0,65.1,1011.9,1018.6,34.68,6.9,2.4,7.400000000000002
부산,2018-09-12,23.2,19.7,28.1,0.0,9.2,4.5,3.2,60.0,73.3,1009.2,1016.1,34.68,7.0,3.3,8.400000000000002
부산,2018-09-13,21.8,20.7,23.2,8.6,8.4,4.3,3.1,79.0,89.3,1008.9,1015.9,34.68,9.9,5.4,2.5
부산,2018-09-14,21.8,20.5,23.0,47.7,8.8,4.2,2.7,92.0,96.3,1006.6,1013.1,34.68,9.6,6.5,2.5
부산,2018-09-15,22.6,20.8,25.1,1.4,7.6,4.1,2.1,79.0,89.5,1006.4,1013.5,34.68,9.5,8.3,4.300000000000001
부산,2018-09-16,24.9,22.0,28.1,1.4,8.3,5.5,2.8,65.0,80.1,1006.4,1013.3,20.43,5.5,4.0,6.100000000000001
부산,2018-09-17,23.8,21.7,27.7,1.4,6.9,3.9,2.0,57.0,74.6,1008.2,1015.1,15.39,6.9,2.9,6.0
부산,2018-09-18,24.0,21.7,28.0,1.4,7.9,5.9,2.3,61.0,79.9,1007.8,1014.0,21.9,4.3,1.8,6.300000000000001
부산,2018-09-19,23.2,20.9,26.2,0.0,7.9,4.7,2.1,70.0,84.4,1005.8,1012.3,12.13,8.1,3.4,5.300000000000001
부산,2018-09-20,20.6,20.1,21.6,11.4,10.4,5.2,2.7,82.0,91.3,1001.7,1008.0,4.69,9.5,7.5,1.5
부산,2018-09-21,20.7,19.3,21.9,27.2,10.5,4.6,2.6,81.0,92.1,1000.6,1005.0,2.23,9.5,5.5,2.599999999999998
부산,2018-09-22,22.4,19.1,27.5,27.2,8.3,5.4,2.7,52.0,75.8,1006.6,1011.2,19.96,4.9,1.3,8.399999999999999
부산,2018-09-23,22.3,19.2,26.9,27.2,10.4,7.7,2.3,54.0,70.1,1007.7,1013.6,15.49,7.0,0.4,7.699999999999999
부산,2018-09-24,19.6,16.8,22.0,27.2,13.0,7.7,2.9,38.0,49.9,1009.6,1016.0,10.51,8.1,2.4,5.199999999999999
부산,2018-09-25,19.8,14.9,25.5,27.2,10.8,5.5,2.9,45.0,59.8,1009.6,1016.3,21.66,2.0,2.0,10.6
부산,2018-09-26,20.0,17.3,24.2,2.4,13.4,5.8,3.8,50.0,63.8,1009.7,1016.4,13.25,6.4,4.9,6.899999999999999
부산,2018-09-27,19.6,17.0,23.8,2.4,11.3,5.9,3.7,48.0,61.0,1009.1,1016.2,15.39,1.4,1.4,6.800000000000001
부산,2018-09-28,19.9,16.8,24.8,0.0,11.7,5.4,3.2,53.0,66.4,1009.5,1016.5,16.52,6.8,6.8,8.0
부산,2018-09-29,18.0,17.2,19.1,37.1,9.3,4.2,2.6,65.0,90.3,1004.9,1008.3,1.5,9.9,6.5,1.9000000000000021
부산,2018-09-30,19.6,15.9,25.2,13.7,12.4,7.2,2.9,36.0,71.3,994.6,998.2,11.92,5.8,3.5,9.299999999999999
부산,2018-10-01,17.9,15.2,22.4,13.7,13.7,8.9,4.0,36.0,52.9,1000.5,1003.7,17.7,3.0,3.0,7.199999999999999
부산,2018-10-02,17.3,14.0,22.3,13.7,7.7,5.4,0.6,45.0,65.4,1008.6,1013.1,18.68,1.4,0.0,8.3
부산,2018-10-03,18.6,14.5,24.6,13.7,7.3,4.9,0.3,35.0,63.6,1012.9,1019.1,20.45,2.5,0.0,10.100000000000001
부산,2018-10-04,20.1,16.4,25.0,1.1,13.2,5.1,2.5,58.0,71.9,1014.1,1021.4,13.14,7.4,4.0,8.600000000000001
부산,2018-10-05,19.5,18.1,20.3,51.3,12.0,5.4,2.8,92.0,96.6,1006.5,1007.3,2.47,10.0,8.3,2.1999999999999993
부산,2018-10-06,21.6,19.2,23.6,67.4,33.6,19.2,6.1,68.0,86.0,993.2,986.4,5.06,7.1,6.5,4.400000000000002
부산,2018-10-07,20.8,18.2,25.6,67.4,9.1,5.6,2.0,56.0,72.6,1006.7,1012.5,18.27,1.9,1.9,7.400000000000002
부산,2018-10-08,18.6,15.5,23.7,67.4,8.9,5.6,2.0,31.0,52.5,1009.5,1015.4,19.28,2.1,0.0,8.2
부산,2018-10-09,18.1,15.5,21.1,0.0,8.4,4.3,1.6,46.0,63.6,1008.3,1014.8,9.29,9.1,6.1,5.600000000000001
부산,2018-10-10,17.1,12.6,20.9,0.0,9.6,6.1,2.0,48.0,64.1,1007.1,1013.2,9.96,9.1,4.4,8.299999999999999
부산,2018-10-11,13.3,10.6,17.5,0.0,14.7,7.7,2.2,31.0,44.1,1012.7,1018.2,14.88,4.6,0.4,6.9
부산,2018-10-12,13.9,9.5,18.5,0.0,8.2,3.7,0.9,37.0,55.0,1016.6,1023.5,19.51,0.5,0.0,9.0
부산,2018-10-13,16.1,11.7,21.5,0.0,7.4,3.6,1.3,47.0,63.6,1015.8,1022.6,12.56,4.0,3.8,9.8
부산,2018-10-14,17.1,12.8,22.1,0.0,5.8,3.9,0.8,37.0,61.5,1013.6,1020.6,16.73,4.1,0.8,9.3
부산,2018-10-15,17.2,14.9,22.5,0.0,7.7,5.0,0.7,42.0,57.3,1011.1,1017.8,16.95,5.4,0.0,7.6
부산,2018-10-16,16.1,13.9,20.2,0.0,6.9,3.6,0.6,49.0,67.5,1007.4,1013.6,7.58,8.9,5.4,6.299999999999999
부산,2018-10-17,16.5,12.8,21.6,0.0,7.0,4.7,1.3,49.0,67.8,1006.6,1013.4,15.88,1.9,0.9,8.8
부산,2018-10-18,15.9,12.1,20.8,0.0,11.8,5.3,1.4,32.0,55.8,1008.9,1015.1,17.1,1.3,0.8,8.700000000000001
부산,2018-10-19,15.5,11.4,21.6,0.0,8.8,4.7,1.8,37.0,58.5,1014.5,1019.8,17.18,1.3,1.3,10.200000000000001
부산,2018-10-20,15.5,10.8,21.4,0.0,6.4,4.0,0.5,35.0,59.5,1016.6,1023.3,18.1,0.5,0.0,10.599999999999998
부산,2018-10-21,16.2,11.3,22.2,0.0,6.2,3.5,0.5,31.0,58.8,1014.7,1021.3,18.06,0.0,0.0,10.899999999999999
부산,2018-10-22,17.1,13.1,22.8,0.0,5.6,3.1,0.6,52.0,69.9,1011.7,1018.8,11.5,7.0,3.5,9.700000000000001
부산,2018-10-23,18.0,15.7,22.7,0.0,9.9,6.6,1.8,42.0,64.4,1008.8,1015.1,13.14,5.0,3.4,7.0
부산,2018-10-24,15.7,12.5,21.9,0.0,8.9,6.0,1.4,35.0,57.6,1011.3,1017.9,17.45,0.0,0.0,9.399999999999999
부산,2018-10-25,16.5,12.2,22.4,0.0,7.6,4.0,1.1,39.0,60.4,1012.1,1018.6,16.79,0.6,0.0,10.2
부산,2018-10-26,15.9,13.6,19.0,3.9,13.7,7.4,2.0,57.0,76.8,1004.4,1007.9,3.21,6.8,4.1,5.4
부산,2018-10-27,13.0,9.6,16.0,3.9,12.8,8.3,3.7,42.0,50.3,1005.9,1011.3,11.19,1.9,1.9,6.4
부산,2018-10-28,13.8,8.1,18.3,3.9,17.8,10.1,4.6,44.0,56.0,1003.8,1008.4,15.69,2.0,1.4,10.200000000000001
부산,2018-10-29,14.4,10.6,19.4,0.0,14.1,8.1,4.2,41.0,53.4,1005.2,1011.0,11.78,2.4,1.9,8.799999999999999
부산,2018-10-30,10.8,8.0,15.4,0.0,9.8,5.9,2.9,32.0,49.0,1011.4,1016.5,17.25,0.0,0.0,7.4
부산,2018-10-31,11.6,7.9,16.5,0.0,11.7,6.9,2.9,36.0,48.3,1013.4,1020.6,16.33,2.1,0.4,8.6
부산,2018-11-01,11.5,7.9,17.8,0.0,10.1,6.7,2.7,28.0,51.3,1016.4,1022.5,16.14,0.1,0.1,9.9
